Tracking No.,Date,Site,Rep,Unfiltered_TN_ugL,Filtered_NOx_ugL,Filtered_NHx_ugL,Unfiltered_TP_ ugL,Filtered_OP_ugL,TSS_mgL,fecal_coliform_colonies_per100mL
DF20210617SW,6/17/21,AN2,2,902,48,408,209,13,15,NA
DF20210617SW,6/17/21,AN2,3,907,49,411,183,13,15,NA
DF20210617SW,6/17/21,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20210617SW,6/17/21,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20210617SW,6/17/21,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20210617SW,6/17/21,AN4,1,1174,19,508,243,5,12,NA
DF20210617SW,6/17/21,AN4,2,1143,19,530,198,5,11,NA
DF20210617SW,6/17/21,AN4,3,1163,27,523,210,5,14,NA
DF20210617SW,6/17/21,AN5,1,3673,25,2011,415,4,22,NA
DF20210617SW,6/17/21,AN5,2,3548,24,2111,341,4,29,NA
DF20210617SW,6/17/21,AN5,3,3672,22,2121,341,4,32,NA
DF20210617SW,6/17/21,AS,1,597,327,37,73,23,0,NA
DF20210617SW,6/17/21,AS,2,485,320,41,91,25,2,NA
DF20210617SW,6/17/21,AS,3,476,319,37,91,24,0,NA
DF20210617SW,6/17/21,CP1,1,988,1083,24,223,151,0,NA
DF20210617SW,6/17/21,CP1,2,898,1124,25,213,158,2,NA
DF20210617SW,6/17/21,CP1,3,950,1121,22,218,161,3,NA
DF20210617SW,6/17/21,CP2,1,936,990,15,32,12,4,NA
DF20210617SW,6/17/21,CP2,2,933,988,23,42,11,14,NA
DF20210617SW,6/17/21,CP2,3,940,974,21,43,11,23,NA
DF20210617SW,6/17/21,CP3,1,790,28,93,133,4,5,NA
DF20210617SW,6/17/21,CP3,2,795,22,104,129,4,8,NA
DF20210617SW,6/17/21,CP3,3,788,28,92,153,4,7,NA
DF20210617SW,6/17/21,P3D,1,2316,2983,16,120,49,0,NA
DF20210617SW,6/17/21,P3D,2,2466,3063,15,115,51,2,NA
DF20210617SW,6/17/21,P3D,3,2496,3028,13,91,50,1,NA
DF20210617SW,6/17/21,P51,1,1562,28,92,225,7,8,NA
DF20210617SW,6/17/21,P51,2,1638,33,142,215,13,11,NA
DF20210617SW,6/17/21,P51,3,1438,18,132,160,9,50,NA
DF20210617SW,6/17/21,P53,1,704,24,15,278,5,43,NA
DF20210617SW,6/17/21,P53,2,782,15,1,221,4,47,NA
DF20210617SW,6/17/21,P53,3,611,20,2,297,4,45,NA
DF20210617SW,6/17/21,TV,1,818,792,72,188,94,0,NA
DF20210617SW,6/17/21,TV,2,837,817,76,204,99,0,NA
DF20210617SW,6/17/21,TV,3,839,823,62,196,99,5,NA
DF20210617SW,6/17/21,WT1,1,572,273,73,105,5,5,NA
DF20210617SW,6/17/21,WT1,2,540,280,74,106,6,6,NA
DF20210617SW,6/17/21,WT1,3,523,280,74,106,6,8,NA
DF20210617SW,6/17/21,WT3,1,879,24,410,149,2,26,NA
DF20210617SW,6/17/21,WT3,2,873,28,419,149,2,24,NA
DF20210617SW,6/17/21,WT3,3,875,23,418,148,2,27,NA
DF20210617SW,6/17/21,WT4,1,1025,734,223,89,10,6,NA
DF20210617SW,6/17/21,WT4,2,1023,741,232,79,11,6,NA
DF20210617SW,6/17/21,WT4,3,1054,747,232,104,11,19,NA
DF20210617SW,6/17/21,WT5,1,919,135,220,156,8,8,NA
DF20210617SW,6/17/21,WT5,2,821,134,196,163,20,15,NA
DF20210617SW,6/17/21,WT5,3,755,132,202,129,9,12,NA
DG20210617SW,6/17/21,DP,1,751,100,314,280,34,25,NA
DG20210617SW,6/17/21,DP,2,757,103,310,282,36,27,NA
DG20210617SW,6/17/21,DP,3,748,99,302,220,35,29,NA
DG20210617SW,6/17/21,SP,1,548,189,72,176,19,13,NA
DG20210617SW,6/17/21,SP,2,513,190,73,169,19,11,NA
DG20210617SW,6/17/21,SP,3,484,184,70,135,19,14,NA
DG20210617SW,6/17/21,UP,1,449,20,37,64,2,8,NA
DG20210617SW,6/17/21,UP,2,465,25,34,70,2,NA,NA
DG20210617SW,6/17/21,UP,3,418,24,36,71,2,8,NA
DF20210722SW,7/22/21,AN0,1,601,129,94,140,13,8,305
DF20210722SW,7/22/21,AN0,2,599,131,89,139,14,5,385
DF20210722SW,7/22/21,AN0,3,566,139,92,136,14,5,270
DF20210722SW,7/22/21,AN2,1,715,136,187,117,15,8,650
DF20210722SW,7/22/21,AN2,2,725,144,193,113,16,15,30
DF20210722SW,7/22/21,AN2,3,703,150,196,116,16,14,45
DF20210722SW,7/22/21,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20210722SW,7/22/21,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20210722SW,7/22/21,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20210722SW,7/22/21,AN4,1,604,34,126,154,12,18,785
DF20210722SW,7/22/21,AN4,2,582,37,133,153,11,15,90
DF20210722SW,7/22/21,AN4,3,559,42,132,155,11,15,20
DF20210722SW,7/22/21,AN5,1,1057,11,543,291,8,26,755
DF20210722SW,7/22/21,AN5,2,1349,12,573,280,9,27,415
DF20210722SW,7/22/21,AN5,3,1002,7,579,281,8,25,835
DF20210722SW,7/22/21,AS,1,612,269,27,87,31,1,175
DF20210722SW,7/22/21,AS,2,516,270,34,86,33,2,50
DF20210722SW,7/22/21,AS,3,546,263,27,89,34,0,395
DF20210722SW,7/22/21,CP1,1,1086,669,9,131,93,6,710
DF20210722SW,7/22/21,CP1,2,1103,763,10,143,99,6,505
DF20210722SW,7/22/21,CP1,3,1073,726,9,150,101,10,0
DF20210722SW,7/22/21,CP2,1,236,78,35,16,3,2,710
DF20210722SW,7/22/21,CP2,2,174,76,35,23,3,4,145
DF20210722SW,7/22/21,CP2,3,189,82,35,23,3,3,455
DF20210722SW,7/22/21,CP3,1,366,117,23,55,17,1,500
DF20210722SW,7/22/21,CP3,2,358,110,34,54,16,1,150
DF20210722SW,7/22/21,CP3,3,337,98,29,56,15,0,0
DF20210722SW,7/22/21,P3D,1,9830,7361,9,80,50,2,735
DF20210722SW,7/22/21,P3D,2,10010,7750,11,91,53,2,390
DF20210722SW,7/22/21,P3D,3,10190,7665,10,101,54,1,10
DF20210722SW,7/22/21,P51,1,568,3,26,121,2,7,1135
DF20210722SW,7/22/21,P51,2,576,3,3,117,1,5,1105
DF20210722SW,7/22/21,P51,3,594,7,32,109,1,2,740
DF20210722SW,7/22/21,P53,1,399,0,0,251,12,32,915
DF20210722SW,7/22/21,P53,2,360,0,0,230,12,50,610
DF20210722SW,7/22/21,P53,3,372,0,0,236,12,49,170
DF20210722SW,7/22/21,TV,1,1043,566,42,148,98,2,665
DF20210722SW,7/22/21,TV,2,1045,586,43,146,102,2,80
DF20210722SW,7/22/21,TV,3,1038,589,44,147,99,5,0
DF20210722SW,7/22/21,WT1,1,696,222,47,95,5,8,380
DF20210722SW,7/22/21,WT1,2,597,221,50,92,5,4,445
DF20210722SW,7/22/21,WT1,3,605,227,50,91,5,1,465
DF20210722SW,7/22/21,WT3,1,706,112,200,133,4,19,80
DF20210722SW,7/22/21,WT3,2,661,127,182,137,4,19,105
DF20210722SW,7/22/21,WT3,3,657,123,178,128,5,15,10
DF20210722SW,7/22/21,WT4,1,3726,2431,111,97,14,11,275
DF20210722SW,7/22/21,WT4,2,3654,2643,107,90,15,6,220
DF20210722SW,7/22/21,WT4,3,3797,2742,107,89,15,2,15
DF20210722SW,7/22/21,WT5,1,1392,601,212,117,11,15,175
DF20210722SW,7/22/21,WT5,2,1339,594,196,131,10,15,155
DF20210722SW,7/22/21,WT5,3,1401,605,198,113,11,10,95
DG20210722SW,7/22/21,DP,1,473,115,158,224,29,29,465
DG20210722SW,7/22/21,DP,2,512,120,184,242,33,36,65
DG20210722SW,7/22/21,DP,3,471,121,180,253,30,32,0
DG20210722SW,7/22/21,SP,1,552,239,70,140,38,11,440
DG20210722SW,7/22/21,SP,2,554,243,67,138,41,10,0
DG20210722SW,7/22/21,SP,3,552,236,66,140,39,2,0
DG20210722SW,7/22/21,UP,1,388,89,35,63,7,5,180
DG20210722SW,7/22/21,UP,2,378,94,36,62,7,6,15
DG20210722SW,7/22/21,UP,3,366,90,38,68,7,2,0
DF20210811SW,8/11/21,AN0,1,570,29,159,122,26,14,435
DF20210811SW,8/11/21,AN0,2,570,27,158,117,26,10,565
DF20210811SW,8/11/21,AN0,3,570,28,163,120,25,11,510
DF20210811SW,8/11/21,AN2,1,790,230,193,95,23,12,120
DF20210811SW,8/11/21,AN2,2,750,236,195,99,24,10,180
DF20210811SW,8/11/21,AN2,3,790,235,199,108,24,12,185
DF20210811SW,8/11/21,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20210811SW,8/11/21,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20210811SW,8/11/21,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20210811SW,8/11/21,AN4,1,760,0,377,137,8,30,310
DF20210811SW,8/11/21,AN4,2,760,0,369,118,8,23,255
DF20210811SW,8/11/21,AN4,3,760,0,379,121,8,27,60
DF20210811SW,8/11/21,AN5,1,2540,7,1848,191,5,21,25
DF20210811SW,8/11/21,AN5,2,2450,9,1922,179,5,20,55
DF20210811SW,8/11/21,AN5,3,2460,9,1951,177,5,19,115
DF20210811SW,8/11/21,AS,1,350,152,0,66,41,1,15
DF20210811SW,8/11/21,AS,2,360,120,0,67,44,0,125
DF20210811SW,8/11/21,AS,3,360,119,0,65,44,0,285
DF20210811SW,8/11/21,CP1,1,570,535,15,96,86,0,0
DF20210811SW,8/11/21,CP1,2,590,485,8,93,84,0,165
DF20210811SW,8/11/21,CP1,3,520,427,10,89,80,0,260
DF20210811SW,8/11/21,CP2,1,230,87,0,26,7,4,15
DF20210811SW,8/11/21,CP2,2,260,79,16,26,7,19,395
DF20210811SW,8/11/21,CP2,3,260,85,0,25,6,7,530
DF20210811SW,8/11/21,CP3,1,510,46,6,64,1,4,100
DF20210811SW,8/11/21,CP3,2,570,36,23,65,0,2,300
DF20210811SW,8/11/21,CP3,3,490,45,9,58,1,2,295
DF20210811SW,8/11/21,P3D,1,22580,17446,6,97,81,4,260
DF20210811SW,8/11/21,P3D,2,21480,17804,7,97,83,0,280
DF20210811SW,8/11/21,P3D,3,21870,18091,7,101,81,3,55
DF20210811SW,8/11/21,P51,1,920,0,7,185,3,12,35
DF20210811SW,8/11/21,P51,2,960,0,4,189,3,7,140
DF20210811SW,8/11/21,P51,3,940,0,2,182,3,9,30
DF20210811SW,8/11/21,P53,1,470,0,6,282,18,35,15
DF20210811SW,8/11/21,P53,2,520,0,3,289,18,33,355
DF20210811SW,8/11/21,P53,3,540,0,0,328,24,39,320
DF20210811SW,8/11/21,TV,1,930,512,0,147,114,2,25
DF20210811SW,8/11/21,TV,2,900,527,0,140,118,0,190
DF20210811SW,8/11/21,TV,3,930,530,0,136,119,0,365
DF20210811SW,8/11/21,WT1,1,620,170,62,95,26,11,25
DF20210811SW,8/11/21,WT1,2,630,167,58,87,26,5,35
DF20210811SW,8/11/21,WT1,3,620,165,58,91,27,3,85
DF20210811SW,8/11/21,WT3,1,670,107,181,131,10,32,50
DF20210811SW,8/11/21,WT3,2,630,85,183,132,9,34,205
DF20210811SW,8/11/21,WT3,3,650,124,226,122,26,32,220
DF20210811SW,8/11/21,WT4,1,9100,7322,106,76,41,4,120
DF20210811SW,8/11/21,WT4,2,8800,7546,95,83,42,2,265
DF20210811SW,8/11/21,WT4,3,8860,7561,95,76,40,1,245
DF20210811SW,8/11/21,WT5,1,3780,2364,263,90,14,12,30
DF20210811SW,8/11/21,WT5,2,3720,2347,245,97,17,11,85
DF20210811SW,8/11/21,WT5,3,3810,2343,242,95,14,14,185
DG20210811SW,8/11/21,DP,1,310,0,1,188,23,35,0
DG20210811SW,8/11/21,DP,2,340,0,6,193,23,34,695
DG20210811SW,8/11/21,DP,3,330,6,13,192,14,35,840
DG20210811SW,8/11/21,SP,1,500,166,1,152,65,8,0
DG20210811SW,8/11/21,SP,2,500,162,7,149,65,7,225
DG20210811SW,8/11/21,SP,3,530,169,2,155,68,12,290
DG20210811SW,8/11/21,UP,1,460,0,4,69,2,9,0
DG20210811SW,8/11/21,UP,2,470,0,5,69,1,8,125
DG20210811SW,8/11/21,UP,3,440,0,2,68,2,9,120
DF20210916SW,9/16/21,AN0,1,687,0,51,267,59,8,170
DF20210916SW,9/16/21,AN0,2,675,0,46,273,58,9,370
DF20210916SW,9/16/21,AN0,3,672,0,33,289,56,8,480
DF20210916SW,9/16/21,AN2,1,834,19,286,228,54,6,5
DF20210916SW,9/16/21,AN2,2,840,8,289,208,54,4,5
DF20210916SW,9/16/21,AN2,3,853,9,288,198,57,3,25
DF20210916SW,9/16/21,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20210916SW,9/16/21,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20210916SW,9/16/21,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20210916SW,9/16/21,AN4,1,1007,3,225,204,7,17,1450
DF20210916SW,9/16/21,AN4,2,1107,0,321,256,6,14,1600
DF20210916SW,9/16/21,AN4,3,1181,0,359,276,6,12,1080
DF20210916SW,9/16/21,AN5,1,NA,NA,NA,NA,NA,NA,NA
DF20210916SW,9/16/21,AN5,2,NA,NA,NA,NA,NA,NA,NA
DF20210916SW,9/16/21,AN5,3,NA,NA,NA,NA,NA,NA,NA
DF20210916SW,9/16/21,AS,1,281,3,4,153,57,0,280
DF20210916SW,9/16/21,AS,2,270,1,12,152,64,0,430
DF20210916SW,9/16/21,AS,3,251,0,0,161,61,0,295
DF20210916SW,9/16/21,CP1,1,841,513,11,118,70,1,1235
DF20210916SW,9/16/21,CP1,2,840,512,11,120,71,0,1495
DF20210916SW,9/16/21,CP1,3,877,520,11,113,70,0,1130
DF20210916SW,9/16/21,CP2,1,245,44,40,17,1,3,510
DF20210916SW,9/16/21,CP2,2,201,44,39,18,0,0,1035
DF20210916SW,9/16/21,CP2,3,178,44,36,17,0,0,845
DF20210916SW,9/16/21,CP3,1,586,202,16,56,11,4,10
DF20210916SW,9/16/21,CP3,2,588,202,17,47,10,0,115
DF20210916SW,9/16/21,CP3,3,679,215,19,64,13,3,255
DF20210916SW,9/16/21,P3D,1,5501,2916,0,43,15,0,9999
DF20210916SW,9/16/21,P3D,2,5506,2930,1,46,14,0,9999
DF20210916SW,9/16/21,P3D,3,5529,2918,0,44,14,0,9999
DF20210916SW,9/16/21,P51,1,867,18,45,97,16,6,80
DF20210916SW,9/16/21,P51,2,818,14,57,90,17,3,425
DF20210916SW,9/16/21,P51,3,795,12,44,90,16,2,365
DF20210916SW,9/16/21,P53,1,669,0,4,235,5,32,30
DF20210916SW,9/16/21,P53,2,702,0,2,237,3,28,55
DF20210916SW,9/16/21,P53,3,652,0,2,240,3,13,265
DF20210916SW,9/16/21,TV,1,984,490,25,123,52,2,565
DF20210916SW,9/16/21,TV,2,979,487,24,148,52,7,335
DF20210916SW,9/16/21,TV,3,982,500,24,135,56,0,185
DF20210916SW,9/16/21,WT1,1,474,131,31,63,29,1,0
DF20210916SW,9/16/21,WT1,2,447,127,30,65,31,0,20
DF20210916SW,9/16/21,WT1,3,466,127,16,70,30,0,30
DF20210916SW,9/16/21,WT3,1,786,7,194,166,13,14,15
DF20210916SW,9/16/21,WT3,2,761,12,185,154,13,17,30
DF20210916SW,9/16/21,WT3,3,738,11,189,156,12,7,20
DF20210916SW,9/16/21,WT4,1,3710,1927,86,80,39,0,120
DF20210916SW,9/16/21,WT4,2,3662,1914,88,80,39,0,245
DF20210916SW,9/16/21,WT4,3,3636,1848,89,78,39,0,270
DF20210916SW,9/16/21,WT5,1,947,216,197,86,18,5,65
DF20210916SW,9/16/21,WT5,2,946,219,207,84,21,4,135
DF20210916SW,9/16/21,WT5,3,928,215,189,85,18,1,180
DG20210916SW,9/16/21,DP,1,878,90,339,283,17,44,580
DG20210916SW,9/16/21,DP,2,815,90,355,263,18,34,735
DG20210916SW,9/16/21,DP,3,745,94,360,243,18,32,805
DG20210916SW,9/16/21,SP,1,275,43,18,85,6,3,10
DG20210916SW,9/16/21,SP,2,300,40,18,74,6,1,65
DG20210916SW,9/16/21,SP,3,295,39,17,80,6,5,110
DG20210916SW,9/16/21,UP,1,443,37,73,51,1,0,40
DG20210916SW,9/16/21,UP,2,422,37,72,54,1,0,155
DG20210916SW,9/16/21,UP,3,435,37,72,50,1,1,375
DF20211014SW,10/14/21,AN0,1,610,12,6,92,12,7,45
DF20211014SW,10/14/21,AN0,2,590,14,6,92,12,5,115
DF20211014SW,10/14/21,AN0,3,564,12,4,97,13,4,140
DF20211014SW,10/14/21,AN2,1,787,54,96,147,28,11,60
DF20211014SW,10/14/21,AN2,2,798,53,97,146,29,10,85
DF20211014SW,10/14/21,AN2,3,815,56,91,144,27,9,195
DF20211014SW,10/14/21,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20211014SW,10/14/21,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20211014SW,10/14/21,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20211014SW,10/14/21,AN4,1,902,4,2,261,22,23,670
DF20211014SW,10/14/21,AN4,2,867,3,2,273,21,26,690
DF20211014SW,10/14/21,AN4,3,931,2,1,285,23,12,745
DF20211014SW,10/14/21,AN5,1,1101,12,6,334,41,29,330
DF20211014SW,10/14/21,AN5,2,1079,11,12,349,32,38,495
DF20211014SW,10/14/21,AN5,3,1108,12,6,335,33,34,500
DF20211014SW,10/14/21,AS,1,481,160,4,70,26,0,55
DF20211014SW,10/14/21,AS,2,480,150,0,70,24,0,155
DF20211014SW,10/14/21,AS,3,475,146,2,73,25,0,175
DF20211014SW,10/14/21,CP1,1,1679,1121,23,146,115,0,145
DF20211014SW,10/14/21,CP1,2,1708,1173,24,144,117,0,225
DF20211014SW,10/14/21,CP1,3,1687,1173,22,145,118,1,320
DF20211014SW,10/14/21,CP2,1,226,40,45,19,3,4,215
DF20211014SW,10/14/21,CP2,2,254,38,42,20,2,6,210
DF20211014SW,10/14/21,CP2,3,262,39,43,17,3,1,270
DF20211014SW,10/14/21,CP3,1,808,328,113,78,23,4,595
DF20211014SW,10/14/21,CP3,2,864,337,104,88,21,6,875
DF20211014SW,10/14/21,CP3,3,NA,331,112,NA,23,1,NA
DF20211014SW,10/14/21,P3D,1,5369,3446,17,69,32,0,245
DF20211014SW,10/14/21,P3D,2,5399,3463,18,67,30,2,240
DF20211014SW,10/14/21,P3D,3,5395,3418,17,66,34,1,355
DF20211014SW,10/14/21,P51,1,491,19,33,114,13,5,0
DF20211014SW,10/14/21,P51,2,591,30,45,116,13,2,20
DF20211014SW,10/14/21,P51,3,530,15,39,111,12,2,65
DF20211014SW,10/14/21,P53,1,576,16,53,171,14,26,380
DF20211014SW,10/14/21,P53,2,595,14,53,173,13,25,560
DF20211014SW,10/14/21,P53,3,593,13,54,171,13,26,440
DF20211014SW,10/14/21,TV,1,1451,859,27,75,31,2,15
DF20211014SW,10/14/21,TV,2,1438,833,25,75,30,0,235
DF20211014SW,10/14/21,TV,3,1431,833,26,76,30,2,295
DF20211014SW,10/14/21,WT1,1,676,241,38,72,10,4,5
DF20211014SW,10/14/21,WT1,2,687,253,42,73,11,2,45
DF20211014SW,10/14/21,WT1,3,685,240,38,73,9,0,35
DF20211014SW,10/14/21,WT3,1,602,10,2,152,7,23,50
DF20211014SW,10/14/21,WT3,2,594,11,6,151,8,18,125
DF20211014SW,10/14/21,WT3,3,594,9,4,152,7,19,195
DF20211014SW,10/14/21,WT4,1,1134,615,40,91,27,6,315
DF20211014SW,10/14/21,WT4,2,1138,611,49,87,28,0,290
DF20211014SW,10/14/21,WT4,3,1124,618,44,87,25,0,310
DF20211014SW,10/14/21,WT5,1,1062,379,181,92,14,8,15
DF20211014SW,10/14/21,WT5,2,1082,380,158,93,20,3,45
DF20211014SW,10/14/21,WT5,3,1050,370,149,92,15,7,60
DG20211014SW,10/14/21,DP,1,633,145,74,126,8,23,185
DG20211014SW,10/14/21,DP,2,643,142,73,123,8,22,225
DG20211014SW,10/14/21,DP,3,654,143,74,126,9,24,280
DG20211014SW,10/14/21,SP,1,586,280,19,59,13,4,25
DG20211014SW,10/14/21,SP,2,590,283,18,58,11,1,70
DG20211014SW,10/14/21,SP,3,870,284,19,58,11,1,80
DG20211014SW,10/14/21,UP,1,676,206,122,83,15,3,110
DG20211014SW,10/14/21,UP,2,658,207,124,84,15,2,220
DG20211014SW,10/14/21,UP,3,668,208,124,88,14,4,240
DF20211104SW,11/4/21,AN0,1,362,0,0,63,8,1,0
DF20211104SW,11/4/21,AN0,2,347,4,0,62,7,2,55
DF20211104SW,11/4/21,AN0,3,355,5,0,63,8,0,90
DF20211104SW,11/4/21,AN2,1,486,5,0,172,19,8,30
DF20211104SW,11/4/21,AN2,2,496,4,1,169,19,12,60
DF20211104SW,11/4/21,AN2,3,512,3,1,170,20,3,50
DF20211104SW,11/4/21,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20211104SW,11/4/21,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20211104SW,11/4/21,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20211104SW,11/4/21,AN4,1,614,0,2,244,44,16,120
DF20211104SW,11/4/21,AN4,2,620,0,3,263,43,26,170
DF20211104SW,11/4/21,AN4,3,603,0,3,264,42,55,220
DF20211104SW,11/4/21,AN5,1,1068,4,6,358,34,29,90
DF20211104SW,11/4/21,AN5,2,1021,0,0,383,21,82,220
DF20211104SW,11/4/21,AN5,3,1035,9,3,342,20,50,200
DF20211104SW,11/4/21,AS,1,243,50,1,38,10,0,60
DF20211104SW,11/4/21,AS,2,217,41,2,37,10,0,125
DF20211104SW,11/4/21,AS,3,227,42,3,37,11,0,100
DF20211104SW,11/4/21,CP1,1,1469,939,99,194,167,0,165
DF20211104SW,11/4/21,CP1,2,1441,958,100,196,171,2,235
DF20211104SW,11/4/21,CP1,3,1445,947,101,214,153,2,245
DF20211104SW,11/4/21,CP2,1,190,30,26,19,3,8,70
DF20211104SW,11/4/21,CP2,2,211,24,24,19,2,8,195
DF20211104SW,11/4/21,CP2,3,216,24,26,17,2,15,245
DF20211104SW,11/4/21,CP3,1,836,405,94,72,20,1,0
DF20211104SW,11/4/21,CP3,2,845,407,93,72,19,0,10
DF20211104SW,11/4/21,CP3,3,843,401,91,70,19,3,45
DF20211104SW,11/4/21,DP,1,564,144,65,107,9,13,80
DF20211104SW,11/4/21,DP,2,559,141,63,108,9,11,180
DF20211104SW,11/4/21,DP,3,557,147,63,109,9,NA,550
DF20211104SW,11/4/21,P3D,1,4896,3318,15,52,22,0,5
DF20211104SW,11/4/21,P3D,2,4925,3358,17,50,21,0,65
DF20211104SW,11/4/21,P3D,3,4790,3310,17,51,21,2,100
DF20211104SW,11/4/21,P51,1,399,10,1,72,8,1,5
DF20211104SW,11/4/21,P51,2,383,13,4,71,8,0,20
DF20211104SW,11/4/21,P51,3,410,10,0,72,8,0,30
DF20211104SW,11/4/21,P53,1,712,7,2,195,13,22,5
DF20211104SW,11/4/21,P53,2,744,8,1,173,12,23,5
DF20211104SW,11/4/21,P53,3,811,7,3,195,12,22,30
DF20211104SW,11/4/21,SP,1,553,263,18,51,11,5,10
DF20211104SW,11/4/21,SP,2,541,257,18,50,11,0,75
DF20211104SW,11/4/21,SP,3,561,258,18,51,10,0,100
DF20211104SW,11/4/21,TV,1,1255,772,21,72,27,0,280
DF20211104SW,11/4/21,TV,2,1222,786,21,70,26,0,270
DF20211104SW,11/4/21,TV,3,1239,770,24,71,26,2,415
DF20211104SW,11/4/21,UP,1,618,226,73,81,20,0,35
DF20211104SW,11/4/21,UP,2,594,226,72,80,20,0,70
DF20211104SW,11/4/21,UP,3,612,231,71,82,21,0,80
DF20211104SW,11/4/21,WT1,1,401,94,16,49,4,3,0
DF20211104SW,11/4/21,WT1,2,404,97,19,49,5,1,20
DF20211104SW,11/4/21,WT1,3,403,96,19,49,6,0,35
DF20211104SW,11/4/21,WT3,1,428,6,0,113,5,11,5
DF20211104SW,11/4/21,WT3,2,472,8,0,115,5,16,30
DF20211104SW,11/4/21,WT3,3,476,10,20,118,6,9,50
DF20211104SW,11/4/21,WT4,1,1016,548,0,47,4,0,615
DF20211104SW,11/4/21,WT4,2,1021,559,19,46,4,2,700
DF20211104SW,11/4/21,WT4,3,996,572,19,45,5,0,670
DF20211104SW,11/4/21,WT5,1,702,253,43,71,6,4,25
DF20211104SW,11/4/21,WT5,2,717,252,50,71,6,11,60
DF20211104SW,11/4/21,WT5,3,701,252,52,73,6,0,50
DF20211207SW,12/7/21,AN0,1,553,17,18,147,20,11,0
DF20211207SW,12/7/21,AN0,2,575,17,20,126,19,6,20
DF20211207SW,12/7/21,AN0,3,560,16,20,130,18,4,10
DF20211207SW,12/7/21,AN2,1,1095,4,6,358,22,9,20
DF20211207SW,12/7/21,AN2,2,1050,4,6,274,22,6,95
DF20211207SW,12/7/21,AN2,3,1054,8,7,249,22,4,110
DF20211207SW,12/7/21,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20211207SW,12/7/21,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20211207SW,12/7/21,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20211207SW,12/7/21,AN4,1,1188,11,10,445,25,37,275
DF20211207SW,12/7/21,AN4,2,1144,4,8,498,32,44,285
DF20211207SW,12/7/21,AN4,3,1248,3,14,560,27,24,295
DF20211207SW,12/7/21,AN5,1,NA,NA,NA,NA,NA,NA,NA
DF20211207SW,12/7/21,AN5,2,NA,NA,NA,NA,NA,NA,NA
DF20211207SW,12/7/21,AN5,3,NA,NA,NA,NA,NA,NA,NA
DF20211207SW,12/7/21,AS,1,499,94,0,78,18,0,0
DF20211207SW,12/7/21,AS,2,496,91,0,77,19,0,10
DF20211207SW,12/7/21,AS,3,507,91,0,76,19,0,10
DF20211207SW,12/7/21,CP1,1,847,562,13,186,136,2,10
DF20211207SW,12/7/21,CP1,2,837,586,12,186,141,0,30
DF20211207SW,12/7/21,CP1,3,828,570,12,183,141,0,45
DF20211207SW,12/7/21,CP2,1,173,25,14,51,2,34,35
DF20211207SW,12/7/21,CP2,2,211,30,20,16,2,14,30
DF20211207SW,12/7/21,CP2,3,196,26,19,21,1,13,35
DF20211207SW,12/7/21,CP3,1,839,349,98,54,11,1,0
DF20211207SW,12/7/21,CP3,2,806,350,98,51,12,2,5
DF20211207SW,12/7/21,CP3,3,788,349,99,51,13,0,0
DF20211207SW,12/7/21,P3D,1,3493,2478,13,35,14,0,0
DF20211207SW,12/7/21,P3D,2,3203,2360,21,33,12,0,40
DF20211207SW,12/7/21,P3D,3,2702,1967,43,32,8,1,45
DF20211207SW,12/7/21,P51,1,1010,8,12,154,23,6,0
DF20211207SW,12/7/21,P51,2,1011,14,11,154,24,5,265
DF20211207SW,12/7/21,P51,3,1000,6,12,156,23,3,240
DF20211207SW,12/7/21,P53,1,1498,17,8,350,25,21,0
DF20211207SW,12/7/21,P53,2,1577,18,11,362,27,19,0
DF20211207SW,12/7/21,P53,3,1559,22,5,396,28,15,5
DF20211207SW,12/7/21,TV,1,552,283,18,74,20,0,30
DF20211207SW,12/7/21,TV,2,560,280,17,79,21,1,65
DF20211207SW,12/7/21,TV,3,560,277,18,73,21,1,70
DF20211207SW,12/7/21,WT1,1,680,109,64,85,7,9,10
DF20211207SW,12/7/21,WT1,2,685,109,67,95,7,6,20
DF20211207SW,12/7/21,WT1,3,682,110,68,84,11,3,65
DF20211207SW,12/7/21,WT3,1,1029,0,2,241,9,23,0
DF20211207SW,12/7/21,WT3,2,1034,0,2,251,9,19,15
